Checksum Id Operacao;Data do Inicio;Data da Deflagracao;Tipo de Operacao;Area;Sigla Unidade Federativa;Sigla Unidade Institucional;Atuacao em Territorio Indigena;Atuacao em Territorio de Fronteira;Qtd Prisao em Flagrante;Qtd Prisao Preventiva;Qtd Prisao Temporaria;Qtd Mandado de Busca e Apreesao;Qtd Valores Apreendidos;Qtd Valores Apreendidos i11;Qtd Valores Descapitalizados;Qtd Prejuizos Causados a Uniao;Proib Ausentar Comarca;Proib Acesso ou Freq;Comparecimento Juizo;Qtd Fianca;Qtd Internacao Prov;Proib Contato;Mand Jud Caut Assec;Recol Domic Noturno;Susp Ex Func Pub A E;Monit Eletronica
ee995a6d54f9ee93cde71f903299c840;23/04/2020;31/05/2023;Operacao Especial;Crimes Fazendários                                                                                                              ;PE;SR/PF/PE                                                        ;Nao;                                                                                                                                ;0;0;0;4;R$936.010,00;;;;0;0;0;0;0;0;0;0;0;0
7bfb155650974bf6eb5c53b3bef9bebb;21/06/2022;31/05/2023;Operacao Especial;Tráfico de Drogas                                                                                                               ;MS;DPF/PPA/MS                                                      ;Nao;Paraguai                                                                                                                        ;0;0;1;1;R$3.521,00;;;;0;0;0;0;0;0;0;0;0;0
48d4d56df9c7bbd8a1200167e8d88962;19/10/2022;31/05/2023;Operacao Especial;Tráfico de Drogas                                                                                                               ;AP;SR/PF/AP                                                        ;Nao;                                                                                                                                ;0;1;0;1;R$600,00;;;;0;0;0;0;0;0;0;0;0;0
0b73f3873ecc40c38f6376fa084a71d7;20/12/2022;31/05/2023;Operacao Especial;Crimes Fazendários                                                                                                              ;CE;SR/PF/CE                                                        ;Nao;                                                                                                                                ;1;0;0;13;R$24.510,00;;;R$770.000,00;0;0;0;0;0;0;0;0;0;0
c21e10878f142d39a29636a454bd8d20;23/01/2023;31/05/2023;Operacao Especial;Tráfico de Drogas                                                                                                               ;MS;DPF/CRA/MS                                                      ;Nao;Bolívia                                                                                                                         ;0;4;0;10;R$1.036.600,00;;R$300.000,00;;0;0;0;0;0;0;0;0;0;0
c3782a9674881ea91aa3ff58845dbe5a;28/03/2023;31/05/2023;Operacao Especial;Crimes de Ódio e Pornografia Infantil                                                                                           ;RS;DPF/PFO/RS                                                      ;Nao;                                                                                                                                ;0;0;0;2;;;;;0;0;0;0;0;0;0;0;0;0
d309031197ec17ab4fecb46a03785968;23/05/2023;31/05/2023;Operacao Especial;Crimes de Ódio e Pornografia Infantil                                                                                           ;PR;DPF/LDA/PR                                                      ;Nao;                                                                                                                                ;1;0;0;1;;;;;0;0;0;0;0;0;0;0;0;0
20c49e8eff7126c35d47388281e4f5c9;31/05/2023;31/05/2023;Operacao Simples ;Crimes Fazendários                                                                                                              ;MS;DPF/DRS/MS                                                      ;Nao;                                                                                                                                ;0;0;0;0;R$155.291,00;;;;0;0;0;0;0;0;0;0;0;0
df67c754698aec3795a2acedb1521e6c;31/05/2023;31/05/2023;Operacao de Apoio;Tráfico de Drogas                                                                                                               ;MS;GISE/CGPRE/MS                                                   ;Nao;                                                                                                                                ;0;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0
3a73c1d7df6ba53cef5fbc090d6995c0;31/05/2023;31/05/2023;Operacao Simples ;Crimes Fazendários                                                                                                              ;MS;DPF/DRS/MS                                                      ;Nao;                                                                                                                                ;0;0;0;0;R$179.729,00;;;;0;0;0;0;0;0;0;0;0;0
