Checksum Id Operacao;Data do Inicio;Data da Deflagracao;Tipo de Operacao;Area;Sigla Unidade Federativa;Sigla Unidade Institucional;Atuacao em Territorio Indigena;Atuacao em Territorio de Fronteira;Qtd Prisao em Flagrante;Qtd Prisao Preventiva;Qtd Prisao Temporaria;Qtd Mandado de Busca e Apreesao;Qtd Valores Apreendidos;Qtd Valores Apreendidos i11;Qtd Valores Descapitalizados;Qtd Prejuizos Causados a Uniao;Proib Ausentar Comarca;Proib Acesso ou Freq;Comparecimento Juizo;Qtd Fianca;Qtd Internacao Prov;Proib Contato;Mand Jud Caut Assec;Recol Domic Noturno;Susp Ex Func Pub A E;Monit Eletronica
bfc7c84548103732a8d67831f215ed0f;21/05/2021;31/01/2023;Operacao Especial;Crimes Fazendários                                                                                                              ;GO;DPF/JTI/GO                                                      ;Nao;                                                                                                                                ;0;0;0;3;;;;;0;0;0;0;0;0;0;0;0;0
f6ac50db92ee769cf0c39183f5fbf706;22/08/2022;31/01/2023;Operacao Especial;Crimes Fazendários                                                                                                              ;MS;DPF/PPA/MS                                                      ;Nao;Paraguai                                                                                                                        ;0;0;0;3;R$2.697,00;;;;0;0;0;0;0;0;0;0;0;0
c31373f90e083cc48bad81f51dab0363;26/09/2022;31/01/2023;Operacao Especial;Crimes Fazendários                                                                                                              ;RN;SR/PF/RN                                                        ;Nao;                                                                                                                                ;0;0;0;1;R$2.000,00;;;;0;0;0;0;0;0;0;0;0;0
569bcb7625d0679e8475d8a5e9cafbf1;25/10/2022;31/01/2023;Operacao Especial;Tráfico de Drogas                                                                                                               ;AP;SR/PF/AP                                                        ;Nao;                                                                                                                                ;0;0;0;3;R$4.350,00;;;;0;0;0;0;0;0;0;0;0;0
1ac6259c3a13e18313ccb3b0bbf21733;30/01/2023;31/01/2023;Operacao Simples ;Tráfico de Drogas                                                                                                               ;PR;DPF/FIG/PR                                                      ;Nao;Paraguai                                                                                                                        ;0;0;0;0;R$187.700,00;;;;0;0;0;0;0;0;0;0;0;0
5194d39192f4c9d699b1f242f4569e18;31/01/2023;31/01/2023;Operacao de Apoio;Tráfico de Drogas                                                                                                               ;SP;DPF/BRU/SP                                                      ;Nao;                                                                                                                                ;0;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0
0d0e52ba7b008a7f58b361c2aa8ef3f1;31/01/2023;31/01/2023;Operacao de Apoio;Tráfico de Drogas                                                                                                               ;SP;DPF/BRU/SP                                                      ;Nao;                                                                                                                                ;0;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0
cc2f6818a971ca04888f894f0e178049;31/01/2023;31/01/2023;Operacao Simples ;Crimes Fazendários                                                                                                              ;MS;DPF/TLS/MS                                                      ;Nao;                                                                                                                                ;0;0;0;0;R$47.691,00;;;;0;0;0;0;0;0;0;0;0;0
1699a07a9e619d6bdaf4284508390a5d;31/01/2023;31/01/2023;Operacao Simples ;Crimes Fazendários                                                                                                              ;SC;DPF/XAP/SC                                                      ;Nao;                                                                                                                                ;0;0;0;0;R$100.888,00;;;R$62.085,00;0;0;0;0;0;0;0;0;0;0
31437638722bf235fe549ba612469705;31/01/2023;31/01/2023;Operacao Comum   ;Crimes Fazendários                                                                                                              ;RS;DPF/CXS/RS                                                      ;Nao;                                                                                                                                ;1;0;0;0;R$2.133,00;;;R$1.000,00;0;0;0;0;0;0;0;0;0;0
17ce80c3401c238baa2295720648d971;31/01/2023;31/01/2023;Operacao Simples ;Crimes Fazendários                                                                                                              ;SC;DPF/JVE/SC                                                      ;Nao;                                                                                                                                ;1;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0
