Checksum Id Operacao;Data do Inicio;Data da Deflagracao;Tipo de Operacao;Area;Sigla Unidade Federativa;Sigla Unidade Institucional;Atuacao em Territorio Indigena;Atuacao em Territorio de Fronteira;Qtd Prisao em Flagrante;Qtd Prisao Preventiva;Qtd Prisao Temporaria;Qtd Mandado de Busca e Apreesao;Qtd Valores Apreendidos;Qtd Valores Apreendidos i11;Qtd Valores Descapitalizados;Qtd Prejuizos Causados a Uniao;Proib Ausentar Comarca;Proib Acesso ou Freq;Comparecimento Juizo;Qtd Fianca;Qtd Internacao Prov;Proib Contato;Mand Jud Caut Assec;Recol Domic Noturno;Susp Ex Func Pub A E;Monit Eletronica
91286a84a436d5573073aa45c7b192a8;29/04/2023;30/04/2023;Operacao Simples ;Crimes Fazendários                                                                                                              ;SC;SR/PF/SC                                                        ;Nao;                                                                                                                                ;0;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0
5f9b2a5c90e343dd6044e664b5610c08;30/04/2023;30/04/2023;Operacao Especial;Crimes de Ódio e Pornografia Infantil                                                                                           ;DF;SR/PF/DF                                                        ;Nao;                                                                                                                                ;0;1;0;0;;;;;0;0;0;0;0;0;0;0;0;0
16ae586cb3206f7cda2fb2beb4d062d5;30/04/2023;30/04/2023;Operacao Simples ;Crimes Fazendários                                                                                                              ;PA;SR/PF/PA                                                        ;Nao;                                                                                                                                ;0;0;0;0;R$5.300,00;;;;0;0;0;0;0;0;0;0;0;0
b65a75d113d3b8ff74908e8e0d6d848c;30/04/2023;30/04/2023;Operacao Simples ;Crimes Fazendários                                                                                                              ;PE;SR/PF/PE                                                        ;Nao;                                                                                                                                ;1;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0
d3ea8534ec8c9c3fde3cb34ca596b05f;30/04/2023;30/04/2023;Operacao Simples ;Crimes Fazendários                                                                                                              ;SE;SR/PF/SE                                                        ;Nao;                                                                                                                                ;1;0;0;0;R$1.500,00;;;;0;0;0;0;0;0;0;0;0;0
b4ac2cb1a469f4ec2e4905a1bfa65896;30/04/2023;30/04/2023;Operacao Simples ;Crimes Fazendários                                                                                                              ;MS;DPF/TLS/MS                                                      ;Nao;                                                                                                                                ;0;0;0;0;R$948.780,00;;;;0;0;0;0;0;0;0;0;0;0
53a94135334834edcfdb893b7764a15a;30/04/2023;30/04/2023;Operacao Simples ;Crimes Fazendários                                                                                                              ;MS;DPF/TLS/MS                                                      ;Nao;                                                                                                                                ;0;0;0;0;R$957.652,00;;;;0;0;0;0;0;0;0;0;0;0
1fff65b467231ccb1cd18df4b4d88d9a;30/04/2023;30/04/2023;Operacao Simples ;Tráfico de Drogas                                                                                                               ;MS;DPF/CRA/MS                                                      ;Nao;Bolívia                                                                                                                         ;0;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0
28f5f815fa3114ed54117af2dd642e1f;30/04/2023;30/04/2023;Operacao Simples ;Tráfico de Drogas                                                                                                               ;CE;SR/PF/CE                                                        ;Nao;                                                                                                                                ;8;0;0;0;R$24.000,00;;;;0;0;0;0;0;0;0;0;0;0
56e8ec8ad2d9e2776d73a0962f58f980;30/04/2023;30/04/2023;Operacao Simples ;Tráfico de Drogas                                                                                                               ;SP;DPF/GRU/SP - AIN                                                ;Nao;                                                                                                                                ;1;0;0;0;R$5.519,00;;;;0;0;0;0;0;0;0;0;0;0
b314faf0e3592baf58215617e297d68e;30/04/2023;30/04/2023;Operacao Simples ;Tráfico de Drogas                                                                                                               ;RS;DPF/PTS/RS                                                      ;Nao;Uruguai                                                                                                                         ;0;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0
4645aaea95ece4efbef8cb9251a5ac3a;30/04/2023;30/04/2023;Operacao Simples ;Crimes Contra o Patrimônio                                                                                                      ;SP;SR/PF/SP                                                        ;Nao;                                                                                                                                ;0;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0
f7335fe14cc114f91bbf5a18550008ff;30/04/2023;30/04/2023;Operacao de Apoio;Crimes Financeiros                                                                                                              ;ES;SR/PF/ES                                                        ;Nao;                                                                                                                                ;0;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0
e9ab45f1cb5af8cd3b6b243ee2dac3d5;02/05/2023;30/04/2023;Operacao Simples ;Crimes Fazendários                                                                                                              ;PR;DPF/PGZ/PR                                                      ;Nao;                                                                                                                                ;0;0;0;0;R$418.358,00;;;R$135.270,00;0;0;0;0;0;0;0;0;0;0
b89f8c79e5bb82e5470886b26a7ea72d;14/03/2023;29/04/2023;Operacao Especial;Crimes de Ódio e Pornografia Infantil                                                                                           ;MS;SR/PF/MS                                                        ;Nao;                                                                                                                                ;0;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0
bd3e23befaae7d6baf3aaabbefb8fd9b;27/04/2023;29/04/2023;Operacao Comum   ;Crimes de Ódio e Pornografia Infantil                                                                                           ;BA;DPF/BRA/BA                                                      ;Nao;                                                                                                                                ;0;1;0;1;R$5.300,00;;;;0;0;0;0;0;0;0;0;0;0
0fa27abc863ec35e94634e6755a84650;28/04/2023;29/04/2023;Operacao Especial;Crimes de Ódio e Pornografia Infantil                                                                                           ;BA;DPF/PSO/BA                                                      ;Nao;                                                                                                                                ;1;1;0;2;;;;;0;0;0;0;0;0;0;0;0;0
04be7bb28722539460a6ff5e5a1c8429;29/04/2023;29/04/2023;Operacao de Apoio;Crimes Contra o Patrimônio                                                                                                      ;SP;DPF/AQA/SP                                                      ;Nao;                                                                                                                                ;0;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0
992e0a729d6380d3b50aef5aa7c22572;29/04/2023;29/04/2023;Operacao Simples ;Crimes Fazendários                                                                                                              ;MS;DPF/DRS/MS                                                      ;Nao;                                                                                                                                ;0;0;0;0;R$623.420,00;;;;0;0;0;0;0;0;0;0;0;0
aabd72143eb32ef977388e776eb5dc2c;29/04/2023;29/04/2023;Operacao Simples ;Tráfico de Drogas                                                                                                               ;RJ;DPF/AIN/RJ                                                      ;Nao;                                                                                                                                ;1;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0
b25b12bc57d01e6d9f1fa3729da015b0;29/04/2023;29/04/2023;Operacao Simples ;Crimes Fazendários                                                                                                              ;SP;DPF/MII/SP                                                      ;Nao;                                                                                                                                ;0;0;0;0;R$333.453,00;;;R$165.872,00;0;0;0;0;0;0;0;0;0;0
398dbd9ef0659bca033a63e3cd17ea72;29/04/2023;29/04/2023;Operacao Simples ;Tráfico de Drogas                                                                                                               ;RJ;DPF/NIG/RJ                                                      ;Nao;                                                                                                                                ;0;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0
5226a76a8dc2ed6b779c1239e31189c1;29/04/2023;29/04/2023;Operacao Simples ;Tráfico de Drogas                                                                                                               ;SP;DPF/GRU/SP - AIN                                                ;Nao;                                                                                                                                ;1;0;0;0;R$2.000,00;;;;0;0;0;0;0;0;0;0;0;0
943443da3c335a5a9f1b1a02e541d967;29/04/2023;29/04/2023;Operacao Simples ;Tráfico de Drogas                                                                                                               ;SP;DPF/GRU/SP - AIN                                                ;Nao;                                                                                                                                ;1;0;0;0;R$5.519,00;;;;0;0;0;0;0;0;0;0;0;0
d62c4bf0d77987ea1e710a0d8f945508;29/04/2023;29/04/2023;Operacao Simples ;Tráfico de Drogas                                                                                                               ;SP;DPF/CAS/SP                                                      ;Nao;                                                                                                                                ;1;0;0;0;R$1.385,00;;;;0;0;0;0;0;0;0;0;0;0
3f616e2b4d8527b9ce80f20268fd82c0;29/04/2023;29/04/2023;Operacao Simples ;Tráfico de Drogas                                                                                                               ;PA;DPF/SNM/PA                                                      ;Nao;                                                                                                                                ;0;0;0;0;R$21.684,00;;;;0;0;0;0;0;0;0;0;0;0
46f57c18dd40ccaaffb17103d16e6aa0;29/04/2023;29/04/2023;Operacao de Apoio;Crimes Contra o Patrimônio                                                                                                      ;MG;SR/PF/MG                                                        ;Nao;                                                                                                                                ;0;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0
70b5237c8d621a75e5abc33e352a4372;29/04/2023;29/04/2023;Operacao de Apoio;Crimes Financeiros                                                                                                              ;ES;SR/PF/ES                                                        ;Nao;                                                                                                                                ;0;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0
